SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
N[C@@H](C)C(=O)N[C@@H](C)C(=O)NCC=O,11.134469009826152,-0.686620370370371,11.134469009826152,0.05831113000755872,0.45448849871358193,201.22599999999997,186.10599999999997,201.11134134,80,0,0.2421472440684198,-0.34754355647646484,0.34754355647646484,0.2421472440684198,1.3571428571428572,1.9285714285714286,2.357142857142857,16.159527805990837,10.240275916829553,2.160314319916546,-2.1380628166944686,1.8355313898098031,-2.491358167544689,5.892948287132005,-0.12884821418049924,3.9419060159016484,227.87139393909501,11.137828201504695,8.24125272933664,8.24125272933664,6.4852696651929325,4.25981150741354,4.25981150741354,2.9307695857967477,2.9307695857967477,1.5252379704075116,1.5252379704075116,0.7057333851440727,0.7057333851440727,-1.43,854.5594070557688,12.569999999999999,6.089255962152749,4.560156624423122,82.2180271929659,21.161781869246667,12.328001352277516,0.0,11.814359458703011,0.0,0.0,9.589074368143644,0.0,0.0,0.0,0.0,13.847474399381248,0.0,12.586597235060536,14.383611552215466,18.100519981832566,0.0,10.633577208012662,5.733667477162185,25.93115605767717,6.544756405912575,0.0,0.0,0.0,16.367244685174846,0.0,0.0,0.0,36.728958046041065,14.383611552215466,0.0,13.847474399381248,0.0,0.0,0.0,0.0,101.28999999999999,23.898041116998932,14.383611552215466,0.0,6.544756405912575,6.286160523129555,0.0,13.847474399381248,0.0,0.0,10.633577208012662,5.733667477162185,0.0,0.0,32.120573454690515,4.709931027966743,5.284576798311917,-0.8149508692365832,-1.3428046527252886,0.5674585852859662,2.975215655706727,0.0,0.625,14,4,6,0,0,0,0,0,0,4,3,6,5,0,0,0,0,-1.8465999999999982,50.32780000000002,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@H]1Cc2c[nH]c(C[C@H](CC)O[C@H]([C@@H](NC1=O)C(C)C)N[C@@H](Cc1ccccc1)C=O)c2,13.836429521791555,-0.9743024861842506,13.836429521791555,0.10853806007173517,0.15123471985615675,639.7980000000002,590.4060000000002,639.3744322880001,252,0,0.2427900864196298,-0.36463138009526697,0.36463138009526697,0.2427900864196298,1.0869565217391304,1.8043478260869565,2.4347826086956523,16.512310178899504,9.980841335166707,2.34042568942319,-2.3635369523103686,2.1894645478591053,-2.6089345885440465,5.927110863874147,-0.13260165208073055,1.8010782921765627,1314.5741336357642,33.802389661575326,27.299978224939558,27.299978224939558,21.891488203806833,15.898989885875203,15.898989885875203,12.262563572670595,12.262563572670595,7.919268763313608,7.919268763313608,5.200458835678228,5.200458835678228,-4.069999999999999,8160161840.648692,36.39870606026422,17.57834600860469,11.07201601351745,270.09585256894667,41.51620055200659,24.597743352160347,0.0,23.628718917406022,0.0,0.0,24.494937340293617,0.0,0.0,0.0,51.10304694137992,49.80029374325026,24.732414812313557,30.77424528110476,28.709548874159157,29.91487944053558,0.0,31.567921540978862,11.651573523323577,102.84304419438013,6.544756405912575,59.415876960625184,0.0,0.0,32.31761049719384,0.0,0.0,0.0,83.98468607161834,47.972013742937186,5.917906046161393,57.86033859962157,42.595045982382736,0.0,0.0,0.0,196.53999999999996,66.61058063979327,23.97268592035911,0.0,18.442694056835705,19.26246486877803,23.106991501372008,13.847474399381248,6.196843571613076,57.16941400984153,31.567921540978862,10.470530430962235,6.599877922685272,0.0,66.57365988910561,14.140894603307167,8.259324561645467,-2.1911303936666373,7.7868826787578405,3.6596249013435647,8.504199170155045,0.0,0.5454545454545454,46,8,13,0,1,1,1,1,2,8,7,13,13,0,0,0,3,0.22810000000000907,173.2495999999996,0,0,0,0,0,1,1,0,0,0,5,5,0,0,0,0,6,1,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCC[NH3])C=O,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,,,,,,,,,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666
N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)CC)C=O,11.765259826152683,-0.7129572940287232,11.765259826152683,0.05813297850004173,0.5384717473925917,257.334,234.14999999999995,257.173941596,104,0,0.24237075963860655,-0.3445453379727101,0.3445453379727101,0.24237075963860655,1.1666666666666667,1.7222222222222223,2.111111111111111,16.159906845783997,10.000190940582437,2.2214138549355744,-2.2150798774935803,2.0510783989764674,-2.5222318359069993,5.898099188031394,-0.1299388917427155,4.379944213298847,304.9427607494919,14.292528739883947,11.395953267715894,11.395953267715894,8.327804920294028,6.146056968457918,6.146056968457918,4.574938007106658,4.574938007106658,2.8781472761098716,2.8781472761098716,1.2639842630741343,1.2639842630741343,-1.43,5533.390563783199,16.570000000000004,7.811584458867819,5.26691280943705,107.67779565055233,21.161781869246667,12.328001352277516,0.0,11.814359458703011,0.0,0.0,9.589074368143644,0.0,0.0,0.0,20.268296022307258,19.76538044554264,0.0,12.083681658295921,14.383611552215466,18.100519981832566,0.0,10.633577208012662,11.651573523323577,52.24129290913238,0.0,0.0,0.0,0.0,16.367244685174846,0.0,0.0,0.0,36.22604246927645,14.383611552215466,5.917906046161393,34.11577042168851,0.0,0.0,0.0,0.0,101.28999999999999,24.03270221679539,14.383611552215466,0.0,11.8250857755129,6.286160523129555,6.4208216229260096,6.923737199690624,6.923737199690624,13.847474399381248,10.633577208012662,5.733667477162185,0.0,0.0,33.954511001931635,5.072476143235072,5.381631701298007,-0.7286790070966658,-1.9131097253716314,1.4964541078777192,6.903382444792528,0.0,0.75,18,4,6,0,0,0,0,0,0,4,3,6,7,0,0,0,0,-0.43189999999999973,68.70380000000003,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C=O,11.726374716553288,-0.7100812547241124,11.726374716553288,0.30042711220290563,0.5384717473925917,257.334,234.14999999999995,257.173941596,104,0,0.2423612181707685,-0.34480814916660296,0.34480814916660296,0.2423612181707685,1.1111111111111112,1.6666666666666667,2.0555555555555554,16.159876860997922,10.046079053667711,2.201303191525773,-2.1913203566238306,2.02526426143907,-2.5132408129067905,5.89762182808247,-0.1296891571121911,4.289063856689385,302.9427607494919,14.292528739883947,11.395953267715893,11.395953267715893,8.272963365427637,6.091215413591527,6.091215413591527,4.899664592193855,4.899664592193855,2.3828708536607133,2.3828708536607133,1.3744764217557628,1.3744764217557628,-1.43,4865.624590201691,16.570000000000004,7.811584458867819,6.340896489429007,107.67779565055233,21.161781869246667,12.328001352277516,0.0,11.814359458703011,0.0,0.0,9.589074368143644,0.0,0.0,0.0,13.847474399381248,26.186202068468653,0.0,12.083681658295921,14.383611552215466,18.100519981832566,0.0,10.633577208012662,11.651573523323577,52.24129290913238,0.0,0.0,0.0,0.0,16.367244685174846,0.0,0.0,0.0,36.22604246927645,14.383611552215466,5.917906046161393,34.11577042168851,0.0,0.0,0.0,0.0,101.28999999999999,24.03270221679539,14.383611552215466,0.0,5.907179729351506,18.624888192216957,0.0,6.923737199690624,6.923737199690624,13.847474399381248,10.633577208012662,5.733667477162185,0.0,0.0,33.83848983266145,5.049504440665155,5.377769680415784,-0.48576488620139413,-1.8999571942974736,1.278964632149156,7.007660161273978,0.0,0.75,18,4,6,0,0,0,0,0,0,4,3,6,7,0,0,0,0,-0.43189999999999973,68.70380000000003,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCC[NH3])C=O,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,,,,,,,,,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666
N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C=O,11.701230631141346,-0.7081207482993201,11.701230631141346,0.386849017384731,0.507249180564254,275.37399999999997,254.20599999999996,275.130362532,104,0,0.24236153418332915,-0.34478715870085,0.34478715870085,0.24236153418332915,1.2777777777777777,1.8888888888888888,2.3333333333333335,32.16636339714598,10.185365334790548,2.194667040498033,-2.1791742604319846,1.9892342264030318,-2.5123979641930094,7.980979998991812,-0.12959297219029325,4.20036001817684,297.2580249340235,14.129392033067417,10.933958070176677,11.750454651104404,8.41712131777107,5.725190009807088,7.119036859924439,4.051589896102544,5.0371884557560325,2.290511948577732,2.9344624994371107,1.1371557561631978,1.626791910244426,-1.08,5946.292121880169,16.920000000000005,8.9310401445138,6.605777376439063,111.43596356152096,21.161781869246667,12.328001352277516,0.0,11.814359458703011,0.0,0.0,9.589074368143644,0.0,11.761884949391115,0.0,0.0,32.276918812565455,0.0,12.083681658295921,14.383611552215466,29.862404931223683,0.0,10.633577208012662,5.733667477162185,38.39381850975114,12.008622790258194,0.0,0.0,0.0,16.367244685174846,0.0,0.0,11.761884949391115,48.23466525953464,14.383611552215466,0.0,20.268296022307258,0.0,0.0,0.0,0.0,101.28999999999999,24.03270221679539,14.383611552215466,0.0,5.907179729351506,12.706982146055566,5.752853606746789,6.923737199690624,18.685622149081738,6.255769183511404,10.633577208012662,5.733667477162185,0.0,1.5989130861889698,33.765392005197654,5.037206475182666,5.374840387486491,-0.0035323759133274457,-1.890332461433202,3.202134543747098,3.08204500621032,0.0,0.7272727272727273,18,4,6,0,0,0,0,0,0,5,3,7,8,0,0,0,0,-0.7248999999999992,72.24780000000003,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](C/C=C/CC=C)C(=O)N.C.[HH].C1CC2=CC=C(O)[C@H](C2)OC[C@@H](NC1=O)Cc1ccc(O)cc1,12.6508617042496,-0.8958676590598496,12.6508617042496,0.0,0.11479875304910768,760.9990000000001,700.5190000000001,760.4193338800001,296,0,0.24276819106783432,-0.5095361243204815,0.5095361243204815,0.24276819106783432,1.0377358490566038,1.7169811320754718,2.339622641509434,32.166365872273644,1.007996149557604,2.276631172070729,-2.27136601337034,2.2472725453081557,-2.5628334480718413,7.981008379911034,-0.1327686033433953,1.0210193035072496e-06,1469.8225474363232,38.6308167863215,30.13818761233607,30.954684193263795,24.72969216125836,17.217752676819405,18.611599526936754,12.634182470372293,13.61978103002578,8.132964734208445,8.776915285067824,5.080304540959849,5.55170906175088,-4.6,83984941688.1052,46.42066115702479,24.6060877280969,17.6499783211932,318.3479004088874,47.684407113831156,35.73816558013226,0.0,29.535898646757527,0.0,0.0,23.97268592035911,0.0,11.761884949391115,6.578935683598497,49.43657187078325,81.73241103972362,14.268281310551641,18.69056362280884,40.349241728540186,41.29778359614864,0.0,21.267154416025324,11.46733495432437,102.53304906980668,18.615504754771113,78.12022538503679,0.0,5.749511833283905,32.73448937034969,0.0,5.749511833283905,11.761884949391115,94.67762872469817,35.13037049708517,0.0,66.78914646978917,72.5567738933398,0.0,0.0,0.0,235.19999999999996,47.796082233997865,34.18574071004052,0.0,44.835776115268715,50.884665308815755,11.136556021766264,25.609359348772365,30.360794457424863,30.540543534102383,27.846090099623822,16.20419790812442,5.835256125598387,1.512179283849211,60.41784252276267,29.95318101424908,12.98710952385432,-1.108092770604702,3.370761915558073,13.93763004641678,6.927465671649513,0.0,0.5,53,10,14,1,1,2,1,0,1,10,8,15,16,0,1,1,3,2.821300000000007,210.85219999999956,0,1,1,0,0,0,0,1,0,0,5,5,0,0,0,0,4,2,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@H]1CC2=CC=C(O)[C@H](C2)OC(=N)[C@@H](NC1=O)CC/C=C\C=C.C.[HH].C(Cc1ccc(O)cc1)C=O,13.439309657436425,-1.0101317474112397,13.439309657436425,0.0,0.09029355782886597,758.9830000000001,700.519,758.403683816,294,0,0.2430591587944318,-0.5083502243846294,0.5083502243846294,0.2430591587944318,1.1132075471698113,1.8113207547169812,2.4339622641509435,32.16636587006164,1.0079961463867502,2.3406582174509407,-2.313826549641216,2.2569850762148946,-2.5804504576870735,7.9810090427206175,-0.13334304573797187,1.847888729005841e-06,1500.70555626616,38.6308167863215,29.931080831149522,30.747577412077245,24.78453371612475,17.078063164432443,18.471910014549792,12.392381482684524,13.37798004233801,8.059382040234432,8.703332591093808,5.050176735255037,5.521581256046068,-4.89,88984753150.36987,46.13078569943879,24.369790455790515,16.54913560235247,317.6933607111395,46.74527682074079,41.96220054466148,6.103966387748303,29.526464261763635,0.0,0.0,24.58743234207881,0.0,11.761884949391115,0.0,56.01550755438174,81.73241103972362,14.268281310551641,6.041840829147961,40.34924172854019,47.5745097342843,5.409283605791522,21.267154416025324,5.733667477162185,102.53304906980668,12.008622790258194,78.12022538503679,0.0,5.749511833283905,27.000821893187506,0.0,5.749511833283905,11.761884949391115,94.3474728983209,35.13037049708517,5.409283605791522,66.78914646978917,72.5567738933398,0.0,0.0,0.0,233.02999999999994,59.941889450894124,29.079213315199816,0.0,39.10135613630457,31.436140098450828,23.84353816782183,31.685379455606245,30.360794457424863,24.464523427268503,27.846090099623822,20.98634143159446,5.725359932159366,1.4934573631309966,61.583954229206356,38.463835439200324,7.384097114323431,-1.5283964643681631,2.387047543657215,13.209456950848349,6.6145212251754515,0.0,0.47368421052631576,53,9,14,1,1,2,1,0,1,11,8,15,16,0,1,1,3,3.5121700000000047,210.58149999999958,0,1,1,0,0,0,0,1,0,0,5,5,0,0,0,0,5,1,0,0,0,0,0,1,0,0,5,4,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@H]1CC2=CC=C(O)[C@H](C2)O/C/2=N\[C@@H](Cc3ccccc3)CO[C@@H]3C(=CC=C(C[C@@H]2NC1=O)C3)O,14.274652468377596,-1.0535467332658002,14.274652468377596,0.0051138409337156965,0.17516420226002954,750.9190000000001,700.5190000000001,750.3410835600001,286,0,0.243069004919575,-0.5095361241599866,0.5095361241599866,0.243069004919575,0.9433962264150944,1.6226415094339623,2.3207547169811322,32.16636586477523,9.914651224878941,2.368000800458237,-2.342279957945593,2.2985263054489957,-2.5824135517066975,7.98100969661256,-0.1333373349123237,1.4462188377913074,1674.9476566954588,38.069974375076924,30.24853791465256,31.06503449558028,25.392289541606267,17.92765923563909,19.321506085756436,13.872690921507722,14.858289481161208,9.500728579709035,10.144679130568413,6.465137044241323,6.936541565032354,-4.599999999999999,331979577397.87225,39.6040382262106,18.436073534512655,10.96342017380063,313.3472323435855,46.68760259046902,41.78965944765249,6.103966387748303,29.526464261763635,0.0,0.0,19.178148736287287,4.992404732635669,11.761884949391115,0.0,53.630084616114345,69.25487538670825,12.841643245852019,18.69056362280884,38.8649294335688,41.288349211154745,0.0,21.267154416025324,10.726072209797854,100.83138188732168,18.615504754771113,82.86390606479146,0.0,0.0,27.000821893187506,0.0,0.0,11.761884949391115,106.81400155660053,35.072696266813395,0.0,51.5150340057083,82.29285930573013,0.0,0.0,0.0,213.69999999999996,72.0876966677904,29.3912035259687,0.0,49.70624354388691,18.59449685259881,16.709660551835533,31.685379455606245,18.228060320501644,36.58760452581945,21.267154416025324,20.199798117397954,12.670635757211178,1.4971983676861018,58.372735894568784,32.81181618371555,8.279757345033214,-1.2450291736965535,4.687218299277535,8.930774283943585,3.161559708927268,0.0,0.5,53,8,14,2,2,4,1,0,1,11,7,15,11,0,1,1,5,2.1774000000000053,202.08479999999957,0,2,2,0,0,0,0,0,0,0,4,4,0,0,1,1,4,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](C)C=O,10.71712962962963,-0.5533333333333335,10.71712962962963,0.3059259259259257,0.5008279346177664,144.17399999999998,132.07799999999997,144.089877624,58,0,0.2366872535819017,-0.3455381032982359,0.3455381032982359,0.2366872535819017,1.6,2.1,2.4,16.152601925960134,10.27770298405174,2.084752115962333,-2.0820240041319518,1.7799040382645392,-2.427542231512603,5.830790786528194,-0.12405452340925183,3.6767719491376587,133.7095059445467,8.146264369941973,6.12589765768623,6.12589765768623,4.574586062669973,3.088543879862992,3.088543879862992,2.222021370086117,2.222021370086117,0.9876173568673587,0.9876173568673587,0.3898586583744606,0.3898586583744606,-0.9000000000000001,119.82257024901284,9.1,4.002754631898833,3.19032725516242,59.77675868052088,15.844993265240337,6.286160523129555,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,13.847474399381248,0.0,12.083681658295921,9.589074368143644,12.193340252481061,0.0,5.316788604006331,5.733667477162185,25.93115605767717,0.0,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,24.277021910776984,9.589074368143644,0.0,13.847474399381248,0.0,0.0,0.0,0.0,72.19,12.083681658295921,9.589074368143644,0.0,5.907179729351506,6.286160523129555,0.0,0.0,13.847474399381248,0.0,5.316788604006331,5.733667477162185,0.0,0.0,20.72451530612245,2.396990740740741,5.210951436130007,-0.3059259259259257,-0.999166666666667,0.6530555555555555,3.1529128873771732,0.0,0.6666666666666666,10,3,4,0,0,0,0,0,0,3,2,4,3,0,0,0,0,-0.9628000000000003,37.31810000000001,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
