SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C=O,12.739217214663643,-1.1628817082388523,12.739217214663643,0.12321045003043607,0.21272290604714936,446.5700000000002,412.29800000000023,446.2199058079999,172,0,0.30293567268377697,-0.48122926245045583,0.48122926245045583,0.30293567268377697,1.0,1.5333333333333334,2.0,32.16636425258568,9.993022609647308,2.2903045807286295,-2.2539704148530126,2.0811397461469534,-2.5660309078465047,7.980992099027787,-0.13793040268915324,5.383683455635779,601.5737049895929,23.267220234572108,17.973689128543256,18.790185709470983,14.06418702551248,9.894885453251439,11.288732303368791,7.180898315790424,8.166496875443912,4.649586582684007,5.293537133543385,2.4458122953151635,2.9172168161061958,-2.14,1527783.2050478817,27.859999999999992,14.781152028818497,10.583399171816216,181.02264061258543,31.5850978680937,18.369842181425476,0.0,17.721539188054518,0.0,5.969305287951849,19.178148736287287,0.0,11.761884949391115,0.0,20.268296022307258,37.69190928196223,6.4208216229260096,12.083681658295921,29.079213315199816,41.73888994852703,0.0,15.950365812018994,11.651573523323577,70.62186140736775,12.008622790258194,0.0,0.0,0.0,21.684033289181176,0.0,0.0,11.761884949391115,71.25951850082666,23.97268592035911,5.917906046161393,46.454498090775914,0.0,0.0,0.0,0.0,167.69,47.85820779259821,23.97268592035911,0.0,18.75954929201341,24.880657375728365,0.0,18.685622149081738,6.923737199690624,13.179506383202028,15.950365812018994,10.84019487200289,0.0,1.4808766339842554,59.599228580127374,16.588097854793382,5.543702531102804,-2.4524089541310863,-3.654651212048922,2.911963295441449,5.149857937397412,0.0,0.7368421052631579,30,6,10,0,0,0,0,0,0,7,5,11,15,0,0,0,0,-0.3490999999999962,114.82930000000007,1,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C=O,13.468301041791301,-1.3847169964585542,13.468301041791301,0.08666286452167271,0.05436483763426629,706.8850000000002,656.4850000000002,706.3029838000001,268,0,0.30293567268385824,-0.48122927102723223,0.48122927102723223,0.30293567268385824,0.6170212765957447,1.0,1.3829787234042554,32.167576665963885,10.011378715051045,2.3209339286601884,-2.2707931053015282,2.1001315795855025,-2.5895048484445073,7.982960237403757,-0.13887287677268215,6.037962261107409,1078.0936999743144,36.10371904882606,27.537023549024106,29.17001671087956,22.050258028504846,15.197697066789749,17.985390767024448,11.341861383456955,13.31305850276393,6.681895228509114,7.969796330227871,4.105198856336357,5.048007897918421,-3.3800000000000003,3351488154.4218855,43.61999999999999,23.86468070113102,19.13645195837884,283.1736962014602,47.32520247094707,30.4535238397214,0.0,29.535898646757527,0.0,11.938610575903699,33.561760288502754,0.0,23.52376989878223,0.0,13.847474399381248,68.96299694099845,12.841643245852019,12.083681658295921,48.56935226225598,71.28443964457301,0.0,26.583943020031654,11.651573523323577,101.9680079344417,24.017245580516388,0.0,0.0,0.0,32.31761049719384,0.0,0.0,23.52376989878223,118.24201509087635,38.356297472574575,5.917906046161393,65.71696295955394,0.0,0.0,0.0,0.0,263.19,84.146375820475,43.46282486741528,0.0,44.442835783717456,17.791867736623132,0.0,30.447507098472855,26.359012766404057,0.0,26.583943020031654,10.84019487200289,0.0,2.8090012762031416,99.09576795377873,30.83454320362168,5.621352165918479,-5.163862780527403,-6.759359498950439,3.176734137645682,5.0524902089767885,0.0,0.7241379310344828,47,9,16,0,0,0,0,0,0,11,8,18,25,0,0,0,0,-0.7615999999999903,178.55949999999962,2,0,0,0,0,0,0,0,2,2,8,6,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C=O,12.138941326530613,-1.050656221217188,12.138941326530613,0.0010507999496094378,0.3600739945005925,333.4100000000001,310.22600000000006,333.13584183599994,126,0,0.3029341268721501,-0.48122927102723223,0.48122927102723223,0.3029341268721501,1.2272727272727273,1.8636363636363635,2.3181818181818183,32.16636369552867,10.112052033982783,2.2370014589755516,-2.2093364599384735,2.030956599229287,-2.527767444658052,7.98098661088765,-0.13722658789132786,4.672627967521557,403.13680035412847,17.120955864630137,12.703633518513595,13.520130099441321,10.310968167888422,6.83737236465651,8.231219214773862,4.814901595194947,5.800500154848436,2.818321335733601,3.4622718865929802,1.54420604153097,2.0156105623220015,-1.61,37850.95798047275,20.39,11.023453308702829,8.62691445354789,133.121603642554,26.26830926408737,12.328001352277516,0.0,11.814359458703011,0.0,5.969305287951849,14.383611552215466,0.0,11.761884949391115,0.0,0.0,31.774003235800837,6.4208216229260096,12.083681658295921,24.284676131127995,35.83171021917553,0.0,10.633577208012662,5.733667477162185,44.311724555912534,12.008622790258194,0.0,0.0,0.0,16.367244685174846,0.0,0.0,11.761884949391115,59.31049794232719,19.178148736287287,0.0,26.186202068468653,0.0,0.0,0.0,0.0,138.59,35.909187234098745,19.178148736287287,0.0,12.841643245852019,18.459835752802356,0.0,18.685622149081738,0.0,6.255769183511404,10.633577208012662,10.84019487200289,0.0,1.5118523479052879,45.15982693396204,13.559084238723036,5.4510615085872125,-1.3996809545673174,-2.454381849094603,2.5056171340717697,1.499953973745911,0.0,0.6923076923076923,22,5,8,0,0,0,0,0,0,6,4,9,11,0,0,0,0,-0.8799999999999977,83.44360000000003,1,0,0,0,0,0,0,0,1,1,4,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C=O,13.022784129083732,-1.219443945788193,13.022784129083732,0.1924056734978452,0.18184611998999023,519.6240000000003,486.36000000000035,519.215154776,196,0,0.3029356726837776,-0.48122926245045583,0.48122926245045583,0.3029356726837776,1.0555555555555556,1.6944444444444444,2.3333333333333335,32.16636466206985,10.041467892243922,2.28581233282639,-2.2414875478839313,2.185642446418364,-2.5630711982878283,7.980997885785447,-0.13786982223319189,2.1348747055428006,1072.1993084106282,26.664561460070637,20.28309020530176,21.099586786229487,17.15430476078895,11.53534899851446,12.92919584863181,8.439697260000184,9.425295819653668,5.543717880332338,6.187668431191717,3.570519880698469,4.0419244014895,-3.3799999999999994,64313272.96884046,28.854414729341936,14.244974509707069,8.683870247082961,212.8757334282091,36.56907638904091,18.369842181425476,0.0,17.721539188054518,0.0,5.969305287951849,19.178148736287287,0.0,11.761884949391115,0.0,18.19910120538483,43.403821795959445,29.941411749546155,12.083681658295921,29.079213315199816,52.64181488060809,0.0,20.9343443329662,5.733667477162185,56.774387007986505,12.008622790258194,36.02576333715651,0.0,0.0,21.684033289181176,0.0,0.0,11.761884949391115,76.24349702177386,30.393507543285118,0.0,31.749653560165648,30.462311845459514,0.0,10.902924932081056,0.0,183.48,47.85820779259821,23.97268592035911,0.0,25.683286491704038,12.039014129876344,16.466376423778055,18.685622149081738,6.196843571613076,30.52123745735784,20.9343443329662,10.84019487200289,0.0,1.4749515331174554,64.044586385855,17.722595880422084,7.303129097251459,-2.4376995815362656,3.6200925101402737,4.1242799166019,1.4813975914814312,0.0,0.4583333333333333,36,7,11,0,0,0,1,1,2,7,6,12,15,0,0,0,2,0.32880000000000337,137.37699999999995,1,0,0,0,0,1,1,0,1,1,5,4,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)C=O,13.243846234016237,-0.9522273786185231,13.243846234016237,0.036101510563576245,0.09757876125521217,618.8670000000002,568.4670000000002,618.3233253200001,236,0,0.24273764813136423,-0.34525199684732716,0.34525199684732716,0.24273764813136423,0.6829268292682927,1.170731707317073,1.6341463414634145,32.16757573996882,10.016057502343513,2.288357349597399,-2.2531308910375185,2.0891035749254367,-2.5656044126752726,7.982951116970094,-0.13327574344508994,5.40813161637789,858.1530660323201,31.534804948073717,25.411886214723367,27.04487937657882,19.245727575864535,13.919585450015555,16.707279150250255,10.822138668966971,12.793335788273946,5.900073761949128,7.187974863667884,3.7630633265725884,4.705872368154655,-2.32,220967970.97644353,38.67999999999999,21.392838323692903,17.284986828973835,252.53230026818738,37.11214768126566,24.411683010573437,0.0,29.535898646757527,0.0,0.0,23.97268592035911,0.0,23.52376989878223,0.0,27.694948798762496,68.46008136423383,0.0,18.628438064208495,28.76722310443093,59.34582906866931,0.0,26.583943020031654,17.56947956948497,90.51117663589696,30.562001986428964,0.0,0.0,0.0,32.31761049719384,0.0,0.0,23.52376989878223,96.59326530205584,28.76722310443093,11.835812092322787,60.301972490157155,0.0,0.0,0.0,0.0,188.58999999999997,66.2898591984099,28.76722310443093,0.0,11.835812092322787,43.47515422832717,0.0,30.447507098472855,0.0,40.206487165785305,26.583943020031654,5.733667477162185,0.0,3.0249230061840198,75.14063183770709,13.204802650901506,5.5949176228361015,-1.1695980056079902,-4.15152075579663,5.915406500297746,8.773770476811489,0.0,0.7777777777777778,41,7,12,0,0,0,0,0,0,9,6,14,21,0,0,0,0,0.18630000000000613,165.3538999999997,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)NCC(=O)N[C@@H](CCCC[NH3])C=O,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,,,,,,,,,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666
N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)NCC=O,11.631278344671202,-0.6614346602838668,11.631278344671202,0.05292635109599386,0.4807815197649464,261.347,242.19499999999996,261.114712468,98,0,0.24246583019976625,-0.3475336742492336,0.3475336742492336,0.24246583019976625,1.411764705882353,2.0588235294117645,2.5294117647058822,32.166363330927105,10.162085443621205,2.2069315117399286,-2.1811493457116167,2.0094211820236416,-2.508820989020704,7.980983130810596,-0.12932965616175413,4.349032230087582,271.52173746488256,13.259148545064338,10.0637145821736,10.880211163101325,8.023274467653717,5.287632953746453,6.681479803863804,3.5431420214925424,4.528740581146031,2.0168195942047085,2.6607701450640873,1.073138822301945,1.5445433430929767,-1.08,4018.17699497298,15.92,9.002669005102039,6.957473908165682,105.07102144712437,21.161781869246667,12.328001352277516,0.0,11.814359458703011,0.0,0.0,9.589074368143644,0.0,11.761884949391115,0.0,0.0,25.353181612874828,0.0,12.586597235060536,14.383611552215466,29.862404931223683,0.0,10.633577208012662,5.733667477162185,25.428240480912557,18.55337919617077,0.0,0.0,0.0,16.367244685174846,0.0,0.0,11.761884949391115,48.73758083629925,14.383611552215466,0.0,13.344558822616634,0.0,0.0,0.0,0.0,101.28999999999999,12.083681658295921,14.383611552215466,0.0,18.359115864615585,12.706982146055566,5.752853606746789,0.0,18.685622149081738,6.255769183511404,10.633577208012662,5.733667477162185,0.0,1.574595747249517,33.1836553340472,4.968514739229025,5.4080316200554295,-0.0038881802721082437,-1.2994902158394228,3.008918493323255,1.4929957955404385,0.0,0.7,17,4,6,0,0,0,0,0,0,5,3,7,8,0,0,0,0,-1.113399999999999,67.65280000000003,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C=O,13.348303410487754,-1.0988765781429308,13.348303410487754,0.0007217947807216518,0.11958293851804168,559.7300000000005,514.3700000000003,559.30396978,218,0,0.3029341268721501,-0.48122927102723223,0.48122927102723223,0.3029341268721501,0.868421052631579,1.4473684210526316,1.9210526315789473,32.16636481012234,9.958098505499011,2.3276731635846493,-2.28959071928769,2.1227623535732287,-2.5937803692384023,7.980997569355809,-0.13740156778529966,5.718367917242689,808.9715315313472,29.41348460451408,23.243744738572914,24.06024131950064,17.76256432827014,12.897556986979973,14.291403837097326,9.877416313573473,10.863014873226959,5.951623850141281,6.59557440100066,3.464398289503094,3.9358028102941263,-2.6700000000000004,53776733.903214276,35.330000000000005,18.559787207949114,13.75285493529315,228.92367758261685,36.90188647210003,24.411683010573437,0.0,23.628718917406022,0.0,5.969305287951849,23.97268592035911,0.0,11.761884949391115,0.0,34.11577042168851,50.03063695104963,6.4208216229260096,12.083681658295921,33.87375049927164,47.646069677878536,0.0,21.267154416025324,17.56947956948497,96.93199825882297,12.008622790258194,0.0,0.0,0.0,27.000821893187506,0.0,0.0,11.761884949391115,83.20853905932613,28.76722310443093,11.835812092322787,66.72279411308317,0.0,0.0,0.0,0.0,196.78999999999996,59.80722835109767,28.76722310443093,0.0,31.098276961100815,24.880657375728365,0.0,18.685622149081738,6.923737199690624,27.026980782583276,21.267154416025324,10.84019487200289,0.0,1.5039844518876788,73.75310483581755,19.408379147879213,5.631410684183239,-3.0300019729993006,-4.718522255191371,3.0832137498044667,8.868431358618523,0.0,0.76,38,7,12,0,0,0,0,0,0,8,6,13,19,0,0,0,0,0.18180000000000568,146.2149999999999,1,0,0,0,0,0,0,0,1,1,6,5,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](C/C=C/C=C\C)C(=O)N.C.[HH].C(Cc1ccccc1)C=O,13.453264394885135,-0.9567009664471586,13.453264394885135,0.0,0.07144559174907623,753.0890000000002,688.577,752.432875768,290,0,0.24300507697603996,-0.3678782200468666,0.3678782200468666,0.24300507697603996,0.8235294117647058,1.3529411764705883,1.8235294117647058,32.16757711580481,1.007996285988933,2.3275718240994805,-2.2859972456468873,2.116886766951476,-2.5966860139936556,7.982965322340016,-0.1349381055436624,-1.7091663029813368e-06,1238.3035224175126,37.89876597875263,30.315145418616552,31.948138580472005,23.855410685597313,16.856472173942162,19.644165874176856,11.68988528320447,13.661082402511445,7.559090074276441,8.846991175995193,4.3225905869649885,5.265399628547048,-3.619999999999999,22897345594.541664,49.49115187920971,30.0475858252186,22.039584126981378,314.95644605742785,37.52902655442151,30.4535238397214,0.0,29.535898646757527,0.0,0.0,23.97268592035911,0.0,23.52376989878223,0.0,82.33086456840608,75.02936400946005,7.847459687625632,6.041840829147961,30.19386116913055,59.34582906866931,0.0,21.267154416025324,17.385241000485763,103.8557354585136,24.017245580516388,60.19936726134057,0.0,0.0,32.73448937034969,0.0,0.0,23.52376989878223,90.04850889614328,35.18804472735694,5.917906046161393,74.2157992462444,54.635915769643574,0.0,0.0,0.0,202.57999999999998,59.74510279249733,28.76722310443093,0.0,21.19201851024226,37.18899370519762,12.706982146055566,36.01095859016985,18.228060320501644,69.69060541523662,21.267154416025324,11.46733495432437,0.0,3.027642780939236,73.93254145178388,10.836914498087836,12.38587787063392,-1.8252687857302294,5.49743680422118,14.729972659460442,7.0815493872704,0.0,0.5675675675675675,51,8,12,0,0,0,1,0,1,9,6,14,23,0,0,0,1,3.5330000000000075,214.26259999999945,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,4,2,0,0,0,0,0,1,0,0,3,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H]([C@@H](C)CC)C=O,12.262069160997733,-0.6749880322499371,12.262069160997733,0.05257755416981569,0.5031459607688322,317.4550000000001,290.23900000000003,317.177312724,122,0,0.24268934440152987,-0.3445354555325691,0.3445354555325691,0.24268934440152987,1.2380952380952381,1.8571428571428572,2.2857142857142856,32.16636359837749,9.996737048258316,2.251222367696037,-2.2358107263299494,2.0719667675383584,-2.53672752193025,7.980985661161767,-0.13042814724818366,4.763859325274685,350.35593384287847,16.41384908344359,13.218415120552852,14.034911701480578,9.865809722754813,7.173878414790831,8.567725264908185,5.187310442802453,6.17290900245594,3.369728899907068,4.013679450766448,1.6368752209648147,2.108279741755846,-1.08,25430.0525605274,19.92,10.618784129931434,7.474320875898873,130.5307899047108,21.161781869246667,12.328001352277516,0.0,11.814359458703011,0.0,0.0,9.589074368143644,0.0,11.761884949391115,0.0,20.268296022307258,31.27108765903622,0.0,12.083681658295921,14.383611552215466,29.862404931223683,0.0,10.633577208012662,11.651573523323577,51.738377332367776,12.008622790258194,0.0,0.0,0.0,16.367244685174846,0.0,0.0,11.761884949391115,48.23466525953464,14.383611552215466,5.917906046161393,33.61285484492389,0.0,0.0,0.0,0.0,101.28999999999999,18.12552248744388,14.383611552215466,0.0,17.732265504864404,6.4208216229260096,18.459835752802356,0.0,18.685622149081738,20.103243582892652,10.633577208012662,5.733667477162185,0.0,1.5862005542957922,35.017592881288316,5.331059854497354,5.50508652304152,0.07087390820525763,-1.8750456664147153,3.9481172052154196,5.416114739871053,0.0,0.7857142857142857,21,4,6,0,0,0,0,0,0,5,3,7,10,0,0,0,0,0.3013000000000001,86.02880000000005,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C/C=C/C=C\C)C(=O)N.C.[HH].C(CCSC)C(=O)N[C@@H](Cc1ccccc1)C=O,12.966723014823213,-0.9050507965659487,12.966723014823213,0.0,0.05494708913755243,753.089,688.577,752.432875768,290,0,0.24301420512389516,-0.3678782200416436,0.3678782200416436,0.24301420512389516,0.8823529411764706,1.5098039215686274,2.0392156862745097,32.16757709879634,1.007996285906392,2.3142545853073546,-2.2763466295030805,2.1094359183267892,-2.5854033075413643,7.9829449759146005,-0.1340025867178036,-1.0189116896394998e-06,1238.3035224175126,37.89876597875263,30.31514541861655,31.948138580472,23.838573933191707,16.846435472810093,19.634129173044784,11.752461426293054,13.723658545600031,7.483161736692439,8.824035712610488,4.332700087584166,5.237117310267414,-3.6199999999999997,22174960910.755424,49.49115187920971,30.0475858252186,22.740545084067705,314.9564460574279,37.52902655442151,24.411683010573437,0.0,29.535898646757527,0.0,0.0,23.97268592035911,0.0,23.52376989878223,0.0,82.33086456840608,75.02936400946005,7.847459687625632,12.083681658295921,30.19386116913055,59.34582906866931,0.0,21.267154416025324,17.385241000485763,103.8557354585136,24.017245580516388,60.19936726134057,0.0,0.0,32.73448937034969,0.0,0.0,23.52376989878223,90.04850889614326,35.18804472735694,5.917906046161393,74.2157992462444,54.635915769643574,0.0,0.0,0.0,202.57999999999998,53.83792306314582,28.76722310443093,0.0,27.099198239593765,31.436140098450828,24.02328724449935,18.685622149081738,29.989945269892758,69.69060541523662,21.267154416025324,11.46733495432437,0.0,3.2583333087487176,72.29478406526378,10.782781238500762,12.103765829379894,-0.7376081627433049,5.891719749642588,14.959866516664198,7.113024121210033,0.0,0.5675675675675675,51,8,12,0,0,0,1,0,1,9,6,14,23,0,0,0,1,3.5330000000000075,214.26259999999945,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,4,2,0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0
